MERVAL|ALUA|Aluar Aluminio Argentino SAIC
MERVAL|BMA|Banco Macro SA
MERVAL|FRAN|BBVA Banco Frances SA
MERVAL|CEPU2|Central Puerto SA
MERVAL|EDN|EDENOR
MERVAL|GGAL|Grupo Financiero Galicia SA
MERVAL|MOLI|Molinos Rio de la Plata
MERVAL|PAMP|Pampa Energia SA
MERVAL|PESA|Petrobras Argentina SA
MERVAL|APBR|Petroleo Brasileiro SA
MERVAL|ERAR|Siderar SAIC
MERVAL|COME|Sociedad Comercial del Plata SA
MERVAL|TECO2|Telecom Argentina SA
MERVAL|TS|Tenaris SA
MERVAL|YPFD|YPF SA
